ENEMY																											
1F 小さい				幽谷響子	1	2	ゆっくり霊夢	1	5																		
2F 小さい				幽谷響子	1	5	ゆっくり霊夢	1	5	リグルナイトバグ	1	5							リリーホワイト	1	3						
3F 小さい 100%	大妖精	1	1	幽谷響子	2	5	ゆっくり霊夢	1	5	リグルナイトバグ	1	5	チルノ	1	5				リリーホワイト	1	3				蓬莱山輝夜	1	2
4F 小さい 100%	大妖精	1	1	小悪魔	1	5	宮古芳香	1	5	リグルナイトバグ	1	5	チルノ	1	5				鍵山雛	1	5	十六夜咲夜	1	5	蓬莱山輝夜	1	2
5F 小さい	ルーミア	1	5	小悪魔	1	5	宮古芳香	1	5							八雲藍	1	5	鍵山雛	1	5	十六夜咲夜	1	5	蓬莱山輝夜	1	2
6F 小さい	ルーミア	1	5	にとり	1	5	村紗水蜜	2	5	永江衣玖	1	5	ミスティア	1	5	八雲藍	1	5	鍵山雛	1	5	フランドール	1	5	東風谷早苗	1	5
7F 小さい	ルーミア	1	5	にとり	1	5	村紗水蜜	2	5	永江衣玖	1	5	ミスティア	1	5	火焔猫燐	2	5	鍵山雛	1	5	フランドール	1	5	東風谷早苗	1	5
8F 小さい	豊聡耳神子	1	5	蓬莱山輝夜	2	1	上白沢慧音	2	5	パチュリー	1	3	幽谷響子	3	5	火焔猫燐	2	5	レミリア	1	5	赤蛮奇_体	2	5	霊烏路空	2	5
9F 小さい	豊聡耳神子	1	5	蓬莱山輝夜	2	1	上白沢慧音	2	5	パチュリー	1	3	幽谷響子	3	5	火焔猫燐	2	5	レミリア	1	5	赤蛮奇_体	2	5	霊烏路空	2	5
10F	豊聡耳神子	2	5	蓬莱山輝夜	2	1	きもけーね	2	5	パチュリー	1	3	幽谷響子	3	5	火焔猫燐	2	5	レミリア	1	5	赤蛮奇_体	2	5	霊烏路空	2	5
11F	豊聡耳神子	2	5	蓬莱山輝夜	2	1	きもけーね	2	5	星熊勇儀	2	5	幽谷響子	3	5	封獣ぬえ	2	5	レミリア	1	5	赤蛮奇_体	2	5	霊烏路空	2	5
12F	豊聡耳神子	2	5	蓬莱山輝夜	2	1	きもけーね	2	5	星熊勇儀	2	5	幽谷響子	3	5	封獣ぬえ	2	5	レミリア	1	5	赤蛮奇_体	2	5	霊烏路空	2	5
13F	ルーミア	3	5	魅魔	2	5	八雲紫	2	5	星熊勇儀	2	5	幽谷響子	4	5	封獣ぬえ	2	5	レティ	3	5	霧雨魔理沙	2	5	永江衣玖	2	5
14F	ルーミア	3	5	魅魔	2	5	八雲紫	2	5	星熊勇儀	2	5	幽谷響子	4	5	封獣ぬえ	2	5	レティ	3	5	霧雨魔理沙	2	5	永江衣玖	2	5
15F	ルーミア	3	5	魅魔	2	5	八雲紫	2	5	星熊勇儀	2	5	幽谷響子	4	5	封獣ぬえ	2	5	レティ	3	5	霧雨魔理沙	2	5	永江衣玖	2	5
16F	ルーミア	4	5	黒谷ヤマメ	3	3	古明地さとり	3	5	寅丸星	3	5	にとり	4	5	リリーホワイト	3	5	橙	4	5	わかさぎ姫	2	5	秦こころ	2	5
17F	ルーミア	4	5	黒谷ヤマメ	3	3	古明地さとり	3	5	寅丸星	3	5	にとり	4	5	リリーホワイト	3	5	橙	4	5	わかさぎ姫	2	5	秦こころ	2	5
18F	ルーミア	4	5	黒谷ヤマメ	3	3	古明地さとり	3	5	寅丸星	3	5	にとり	4	5	リリーホワイト	3	5	橙	4	5	わかさぎ姫	2	5	秦こころ	2	5
19F スキマ	小野塚小町	2	5	黄金ゆっくり	2	3	鬼人正邪	2	5	ミスティア	4	5	寅丸星	3	5	永江衣玖	2	5	メディスン	4	5	アリス	4	5	大妖精	3	5
20F スキマ	小野塚小町	2	5	黄金ゆっくり	2	3	鬼人正邪	2	5	ミスティア	4	5	寅丸星	3	5	永江衣玖	2	5	メディスン	4	5	アリス	4	5	大妖精	3	5
21F	小野塚小町	2	5	黄金ゆっくり	2	3	鬼人正邪	2	5	ミスティア	4	5	寅丸星	3	5	永江衣玖	2	5	メディスン	4	5	アリス	4	5	大妖精	3	5
22F				射命丸文	3	5	鈴仙・優曇華院・イナバ	4	5	博麗霊夢	3	5	霧雨魔理沙	4	5	十六夜咲夜	3	5	東風谷早苗	4	5	魂魄妖夢	4	5	チルノ	4	5
23F				射命丸文	3	5	鈴仙・優曇華院・イナバ	4	5	博麗霊夢	3	5	霧雨魔理沙	4	5	十六夜咲夜	3	5	東風谷早苗	4	5	魂魄妖夢	4	5	チルノ	4	5
24F				射命丸文	3	5	鈴仙・優曇華院・イナバ	4	5	博麗霊夢	3	5	霧雨魔理沙	4	5	十六夜咲夜	3	5	東風谷早苗	4	5	魂魄妖夢	4	5	チルノ	4	5
25F	風見幽香	2	5	フランドール	3	5	八雲紫	4	5	藤原妹紅	50	5	洩矢諏訪子	4	5	古明地こいし	3	5	封獣ぬえ	4	5	二ッ岩マミゾウ	4	5	堀川雷鼓	4	1
26F	風見幽香	2	5	フランドール	3	5	八雲紫	4	5	藤原妹紅	50	5	洩矢諏訪子	4	5	古明地こいし	3	5	封獣ぬえ	4	5	二ッ岩マミゾウ	4	5	堀川雷鼓	4	1
27F	風見幽香	2	5	フランドール	3	5	八雲紫	4	5	藤原妹紅	50	5	洩矢諏訪子	4	5	古明地こいし	3	5	封獣ぬえ	4	5	二ッ岩マミゾウ	4	5	堀川雷鼓	4	1
28F	比那名居天子	4	5	レミリア	3	5	西行寺幽々子	4	5	蓬莱山輝夜	4	1	八坂神奈子	4	5	霊烏路空	3	5	聖白蓮	2	2	豊聡耳神子	2	1	少名針妙丸	3	5
29F	比那名居天子	4	5	レミリア	3	5	西行寺幽々子	4	5	蓬莱山輝夜	4	1	八坂神奈子	4	5	霊烏路空	3	5	聖白蓮	2	2	豊聡耳神子	2	1	少名針妙丸	3	5
30F	比那名居天子	4	5	レミリア	3	5	西行寺幽々子	4	5	蓬莱山輝夜	4	1	八坂神奈子	4	5	霊烏路空	3	5	聖白蓮	2	2	豊聡耳神子	2	1	少名針妙丸	3	5
ITEM																											
category.spellcard	85																										
因幡てゐのカード	S																										
少名針妙丸のカード	S																										
伊吹萃香のカード	S																										
レミリアのカード	S																										
プリズムリバー三姉妹のカード	S																										
八雲藍のカード	S																										
比那名居天子のカード	A																										
八雲紫のカード	A																										
今泉影狼のカード	A																										
魂魄妖夢のカード	A																										
黒谷ヤマメのカード	A																										
古明地こいしのカード	A																										
古明地さとりのカード	A																										
九十九姉妹のカード	A																										
鍵山雛のカード	B																										
犬走椛のカード	B																										
秦こころのカード	A																										
寅丸星のカード	B																										
ルーミアのカード	B																										
東風谷早苗のカード	S																										
河城にとりのカード	B																										
宮古芳香のカード	B																										
二ッ岩マミゾウのカード	B																										
聖白蓮のカード	B																										
一輪雲山のカード	B																										
イナバのカード	B																										
八坂神奈子のカード	B																										
洩矢諏訪子のカード	B																										
レティのカード	B																										
秋姉妹のカード	B																										
火焔猫燐のカード	B																										
風見幽香のカード	C																										
藤原妹紅のカード	C																										
物部布都のカード	C																										
十六夜咲夜のカード	C																										
鬼人正邪のカード	C																										
小野塚小町のカード	C																										
リグルのカード	C																										
封獣ぬえのカード	C																										
霍青娥のカード	C																										
メディスンメランコリーのカード	C																										
豊聡耳神子のカード	C																										
永江衣玖のカード	C																										
キスメのカード	A																										
わかさぎ姫のカード	C																										
紅美鈴のカード	C																										
八意永琳のカード	C																										
星熊勇儀のカード	C																										
上白沢慧音のカード	C																										
橙のカード	C																										
幽谷響子のカード	D																										
朱鷺子のカード	D																										
西行寺幽々子のカード	D																										
四季映姫・ヤマザナドゥのカード	D																										
堀川雷鼓のカード	D																										
アリスのカード	C																										
蓬莱山輝夜のカード	D																										
パチュリーのカード	D																										
フランドールのカード	D																										
蘇我屠自古のカード	D																										
パルスィのカード	D																										
赤蛮奇のカード	D																										
ミスティアのカード	D																										
ナズーリンのカード	D																										
霊烏路空のカード	D																										
リリーホワイトのカード	D																										
小悪魔のカード	D																										
村紗水蜜のカード	D																										
多々良小傘のカード	D																										
三月精のカード	*																										
チルノのカード	*																										
射命丸文のカード	*																										
博麗霊夢のカード	*																										
霧雨魔理沙のカード	*																										
姫海棠はたてのカード	*																										
きもけーねのカード	*																										
みすちーのカード	*																										
ゆっくりのカード	*																										
大妖精のカード	D																										
Exルーミアのカード	*																										
魅魔のカード	*																										
category.grass	255																										
超不幸の草	*																										
鳳凰の種	A																										
天使の草	C																										
しあわせ草	D																										
金縛り草	C																										
混乱草	B																										
睡眠草	B																										
灯草	*																										
毒草	B																										
姉切草	C																										
アイスの種	*																										
高飛び草	C																										
すばやさ草	*																										
ちからの草	*																										
ドラゴン草	C																										
胃拡張の種	*																										
胃縮小の種	*																										
感電草	C																										
妹切草	C																										
毒消し草	B																										
命の草	*																										
不幸の草	C																										
くちなし草	C																										
苦無草	C																										
氷結草	*																										
category.food	20																										
ナツメおにぎり	B																										
巨大なおにぎり	*																										
腐ったおにぎり	D																										
大きなおにぎり	C																										
小さなおにぎり	D																										
スモールおにぎり	*																										
ミシャグジおにぎり	*																										
奇跡のおにぎり	*																										
category.ring	10																										
透視のリボン	*																										
フランの掘削リボン	*																										
復活のリボン	A																										
流行病のリボン	*																										
橙のぶっとびリボン	*																										
レミリアの超回復リボン	B																										
慧音の識別リボン	B																										
こいしのお忍びリボン	S																										
焼き芋のリボン	A																										
ルーミアのリボン	D																										
しあわせのリボン	D																										
空の融合リボン	D																										
雛の御守リボン	D																										
閻魔の改心リボン	B																										
メディスンの衰退リボン	D																										
大遠投のリボン	C																										
リリーのホワイトリボン	A																										
吸収のリボン	*																										
