ENEMY																											
1F				幽谷響子	1	2	ゆっくり霊夢	2	5																		
2F				幽谷響子	1	5	ゆっくり霊夢	2	5																		
3F				幽谷響子	1	5				リグルナイトバグ	1	5															
4F							チルノ	1	5	リグルナイトバグ	1	5				わかさぎ姫	1	5									
5F							チルノ	1	5							わかさぎ姫	1	5	パルスィ	1	5						
6F				鍵山雛	1	5	幽谷響子	2	5	十六夜咲夜	1	5	にとり	1	5				パルスィ	1	5						
7F	二ッ岩マミゾウ	1	5	鍵山雛	1	5	幽谷響子	2	5	十六夜咲夜	1	5	にとり	1	5												
8F	二ッ岩マミゾウ	1	5	ルーミア	1	5				十六夜咲夜	1	5	犬走椛	1	5				物部布都	1	5						
9F	堀川雷鼓	1	2	ルーミア	1	5	永江衣玖	1	2	橙	1	5	犬走椛	1	5				物部布都	1	5	鈴仙・優曇華院・イナバ	1	5	東風谷早苗	1	5
10F	堀川雷鼓	1	2				多々良小傘	1	5	橙	1	5				西行寺幽々子	1	5	霍青娥	1	5	蓬莱山輝夜	1	1	鈴仙・優曇華院・イナバ	1	5
11F	少名針妙丸	1	2	村紗水蜜	1	5	多々良小傘	1	5				紅美鈴	1	5	西行寺幽々子	1	5	霍青娥	1	5	メディスン	1	5	宮古芳香	1	5
12F	少名針妙丸	1	2	村紗水蜜	1	5	多々良小傘	1	5	小悪魔	1	5	紅美鈴	1	5				霍青娥	1	5	メディスン	1	5	宮古芳香	1	5
13F	聖白蓮	1	1	因幡てゐ	1	2	射命丸文	1	5	小悪魔	1	5	黒谷ヤマメ	1	5	レティ	1	5	リリーホワイト	2	5	蓬莱山輝夜	1	1	アリス	1	5
14F スキマ	聖白蓮	1	1	因幡てゐ	1	2	射命丸文	1	5	小悪魔	1	5	黒谷ヤマメ	1	5	レティ	1	5	リリーホワイト	2	5	蓬莱山輝夜	1	1	アリス	1	5
15F スキマ	古明地さとり	1	2	八雲藍	1	5	射命丸文	1	5	橙	2	5	八坂神奈子	1	5				フランドール	1	5	赤蛮奇_体	1	5	アリス	1	5
16F	古明地さとり	1	2							橙	2	5	八坂神奈子	1	5	パチュリー	1	5	フランドール	1	5	赤蛮奇_体	1	5	アリス	1	5
17F				因幡てゐ	2	5				橙	2	5	八坂神奈子	1	5	パチュリー	1	5	フランドール	1	5	八意永琳	1	5	上白沢慧音	1	3
18F	火焔猫燐	1	5	因幡てゐ	2	5	霊烏路空	1	5	寅丸星	1	5	藤原妹紅	1	5	封獣ぬえ	1	5	古明地こいし	1	5	八意永琳	1	5	上白沢慧音	1	3
19F	大妖精	2	5	因幡てゐ	2	5				パチュリー	2	5				封獣ぬえ	1	1	西行寺幽々子	2	5	メディスン	2	5			
20F	大妖精	2	5	魂魄妖夢	1	5	蘇我屠自古	2	5	パチュリー	2	5	伊吹萃香	2	5	封獣ぬえ	1	1	西行寺幽々子	2	5	メディスン	2	5	宮古芳香	2	5
21F	にとり	2	5	魂魄妖夢	1	5	蘇我屠自古	2	5	パチュリー	2	5	伊吹萃香	2	5	封獣ぬえ	1	1	西行寺幽々子	2	5	犬走椛	2	5	宮古芳香	2	5
22F	秦こころ	1	5	鍵山雛	2	5	村紗水蜜	2	5	二ッ岩マミゾウ	2	5	火焔猫燐	2	5	今泉影狼	1	5	紅美鈴	2	5	犬走椛	2	5	鈴仙・優曇華院・イナバ	2	5
23F	永江衣玖	2	2	鍵山雛	2	5	村紗水蜜	2	5	二ッ岩マミゾウ	2	5	堀川雷鼓	2	3	今泉影狼	1	5	紅美鈴	2	5	洩矢諏訪子	1	5	八意永琳	2	5
24F	寅丸星	2	5	ナズーリン	1	5	射命丸文	2	5	ゆっくり霊夢	3	5	古明地こいし	2	3	黒谷ヤマメ	2	5	十六夜咲夜	2	5	洩矢諏訪子	1	5	東風谷早苗	2	5
25F	寅丸星	2	5	ナズーリン	1	5	ミスティア	2	5	ゆっくり霊夢	3	5	古明地こいし	2	3	黒谷ヤマメ	2	5	博麗霊夢	1	5	多々良小傘	2	5	小悪魔	2	5
26F	蓬莱山輝夜	2	1	リグルナイトバグ	2	5	霧雨魔理沙	1	5	ゆっくり霊夢	3	5	古明地こいし	2	3	赤蛮奇_体	2	5	博麗霊夢	1	5	多々良小傘	2	5	小悪魔	2	5
27F	蓬莱山輝夜	2	1	リグルナイトバグ	2	5	霧雨魔理沙	1	5	ゆっくり霊夢	3	5	古明地こいし	2	3	伊吹萃香	2	5	博麗霊夢	1	5	多々良小傘	2	5	上白沢慧音	2	5
28F	蓬莱山輝夜	2	1				霧雨魔理沙	1	5	ゆっくり霊夢	3	5				伊吹萃香	2	5	星熊勇儀	1	5	鈴仙・優曇華院・イナバ	2	5	上白沢慧音	2	5
29F スキマ	豊聡耳神子	1	1	レミリア	1	5	八雲藍	2	5	霍青娥	2	5	蘇我屠自古	2	5	物部布都	2	5	星熊勇儀	1	5	鈴仙・優曇華院・イナバ	2	5			
30F スキマ	豊聡耳神子	1	1	レミリア	1	5	八雲藍	2	5	霍青娥	2	5	蘇我屠自古	2	5	物部布都	2	5	星熊勇儀	1	5	鈴仙・優曇華院・イナバ	2	5	アリス	2	5
31F	豊聡耳神子	1	1	レミリア	1	5				霍青娥	2	5	幽谷響子	3	5	物部布都	2	5	霊烏路空	2	5	鈴仙・優曇華院・イナバ	2	5	アリス	2	5
31F	豊聡耳神子	1	1				橙	3	5	ナズーリン	2	5				物部布都	2	5	霊烏路空	2	5				アリス	2	5
33F	封獣ぬえ	2	5	大妖精	3	5	橙	3	5	ナズーリン	2	5				物部布都	2	2				リリーホワイト	3	2	アリス	2	5
34F	封獣ぬえ	2	5	大妖精	3	5	橙	3	5	ナズーリン	2	5	ルーミア	2	5				洩矢諏訪子	2	5	リリーホワイト	3	2	アリス	2	5
35F	封獣ぬえ	2	5				橙	3	5	ナズーリン	2	5	ルーミア	2	5				洩矢諏訪子	2	5	リリーホワイト	3	2	アリス	2	5
36F	封獣ぬえ	2	1	にとり	3	5	八雲紫	2	5				ルーミア	2	5	フランドール	2	5				リリーホワイト	3	1	わかさぎ姫	2	5
37F	封獣ぬえ	2	1	比那名居天子	1	5	八雲紫	2	5	チルノ	2	5	ルーミア	2	5	フランドール	2	5				リリーホワイト	3	1	わかさぎ姫	2	5
