ENEMY																								
1F				幽谷響子	2	5	黄金ゆっくり	1	5	チルノ	2	5							リリーホワイト	3	3	西行寺幽々子	1	2
2F	八雲紫	2	2	幽谷響子	2	5	黄金ゆっくり	1	5	チルノ	2	5							リリーホワイト	3	3	西行寺幽々子	1	2
3F	八雲紫	2	2	幽谷響子	2	5	黄金ゆっくり	1	5	チルノ	2	5							リリーホワイト	3	3	西行寺幽々子	2	2
4F	八雲紫	2	2	小悪魔	1	5	フランドール	2	3	チルノ	2	5	紅美鈴	3	5	ナズーリン	3	3	リリーホワイト	3	3	西行寺幽々子	2	2
5F	八雲紫	2	2	小悪魔	1	5	フランドール	2	3				紅美鈴	3	5	ナズーリン	3	3	八雲藍	1	5	アリス	1	5
6F	八雲紫	2	2	小悪魔	1	5	フランドール	2	3	十六夜咲夜	1	2	紅美鈴	3	5	ナズーリン	3	3	八雲藍	1	5	アリス	1	5
7F　明るい	八雲紫	2	2				蓬莱山輝夜	3	5	十六夜咲夜	1	5							八雲藍	1	5			
8F	射命丸文	1	2	魂魄妖夢	3	3	着物勇儀	1	5	秦こころ	1	5	蘇我屠自古	1	5	二ッ岩マミゾウ	3	5	鍵山雛	1	5	リリーホワイト	3	3
9F	射命丸文	1	2	魂魄妖夢	3	3	着物勇儀	1	5	秦こころ	1	5	蘇我屠自古	1	5	二ッ岩マミゾウ	3	5	藤原妹紅	9	5	リリーホワイト	3	3
10F	射命丸文	1	2	魂魄妖夢	3	3	着物勇儀	1	5	秦こころ	1	5	蘇我屠自古	1	5	二ッ岩マミゾウ	3	5	藤原妹紅	10	5	リリーホワイト	3	3
11F	射命丸文	1	2	八意永琳	2	5	着物勇儀	1	5	赤蛮奇_体	3	4	霊烏路空	2	3	二ッ岩マミゾウ	3	5	藤原妹紅	11	5	リリーホワイト	3	3
12F	射命丸文	1	2	八意永琳	2	5	着物勇儀	1	5	赤蛮奇_体	3	4	霊烏路空	2	3	二ッ岩マミゾウ	3	5	藤原妹紅	12	5	リリーホワイト	3	3
13F	射命丸文	1	2	八意永琳	2	5	着物勇儀	1	5	赤蛮奇_体	3	4	霊烏路空	2	3	二ッ岩マミゾウ	3	5	藤原妹紅	13	5	リリーホワイト	3	3
