ENEMY																											
1F 小さい				チルノ	1	5	幽谷響子	1	5	リグルナイトバグ	1	5	パルスィ	1	5							リリーホワイト	1	5			
2F 小さい	ルーミア	1	5	チルノ	1	5	幽谷響子	1	5	リグルナイトバグ	1	5	パルスィ	1	5	橙	1	5	物部布都	1	5	リリーホワイト	1	5	わかさぎ姫	1	5
3F 小さい 100%	ルーミア	1	5	チルノ	1	5	西行寺幽々子	1	5				宮古芳香	1	5	橙	1	5				リリーホワイト	1	5			
4F 小さい 100%	ルーミア	1	5	二ッ岩マミゾウ	1	5	西行寺幽々子	1	5	アリス	1	5	宮古芳香	1	5	橙	1	5	霊烏路空	1	5	リリーホワイト	1	5			
5F 小さい	古明地こいし	1	5	二ッ岩マミゾウ	1	5	大妖精	1	2	アリス	1	5	ミスティア	1	5	黒谷ヤマメ	1	5	霊烏路空	1	5	メディスン	1	5			
6F 小さい	古明地こいし	1	5							アリス	1	5	ミスティア	1	5	黒谷ヤマメ	1	5	霊烏路空	1	5	メディスン	1	5			
7F 小さい	古明地こいし	1	5	村紗水蜜	1	5				今泉影狼	1	5				八坂神奈子	1	5	霊烏路空	1	5				リリーホワイト	2	5
8F 小さい	古明地こいし	1	5	村紗水蜜	1	5				今泉影狼	1	5	小悪魔	1	5	八坂神奈子	1	5	霊烏路空	1	5	物部布都	2	5	リリーホワイト	2	5
9F 小さい	洩矢諏訪子	1	5	村紗水蜜	2	5	寅丸星	2	5	今泉影狼	1	5	小悪魔	1	5	八坂神奈子	2	5	霊烏路空	1	5	物部布都	2	5	リリーホワイト	2	5
10F 小さい	洩矢諏訪子	1	5	村紗水蜜	2	5	寅丸星	2	5				パチュリー	1	5	八坂神奈子	2	5	鍵山雛	2	5	物部布都	2	5			
11F 小さい				村紗水蜜	2	5	寅丸星	2	5	紅美鈴	2	5	パチュリー	1	5				鍵山雛	2	5	八雲藍	2	5			
12F 小さい				村紗水蜜	2	5				紅美鈴	2	5	パチュリー	1	5				鍵山雛	2	5	八雲藍	2	5			
13F 小さい	多々良小傘	2	2	藤原妹紅	12	5	大妖精	1	5	パチュリー	2	5				伊吹萃香	2	2	霊烏路空	2	3	八雲藍	2	5	星熊勇儀	2	5
14F 小さい	多々良小傘	2	3	藤原妹紅	12	5	大妖精	1	5	パチュリー	2	5				伊吹萃香	2	2	霊烏路空	2	3	リリーホワイト	3	2	星熊勇儀	2	5
15F 小さい	多々良小傘	2	3	藤原妹紅	12	5	大妖精	1	5	パチュリー	2	2	パチュリー	1	2	伊吹萃香	2	2	霊烏路空	2	3	リリーホワイト	3	2	星熊勇儀	2	5
16F	古明地こいし	2	3	黒谷ヤマメ	2	4	霊烏路空	2	5	星熊勇儀	1	5	豊聡耳神子	1	5	射命丸文	2	5				八雲紫	1	2	レティ	2	5
17F	古明地こいし	2	3	黒谷ヤマメ	2	4	霊烏路空	2	5	星熊勇儀	1	5	豊聡耳神子	1	5	射命丸文	2	5	八意永琳	2	3	八雲紫	1	2	レティ	2	5
18F	古明地こいし	2	1	鈴仙・優曇華院・イナバ	2	1	ナズーリン	1	5	星熊勇儀	1	5	豊聡耳神子	1	5	射命丸文	2	5	八意永琳	2	3						
19F スキマ	古明地こいし	2	1	鈴仙・優曇華院・イナバ	2	1	ナズーリン	1	5	霧雨魔理沙	1	5	にとり	2	3	レミリア	1	5	八意永琳	2	3	博麗霊夢	1	5	ナズーリン	2	5
20F スキマ	古明地こいし	2	2	リグルナイトバグ	2	5				霧雨魔理沙	1	5	風見幽香	1	5	レミリア	1	5	ゆっくり霊夢	3	2	博麗霊夢	1	5	ナズーリン	2	5
21F	古明地こいし	2	2	リグルナイトバグ	2	5				霧雨魔理沙	1	5	風見幽香	1	5	レミリア	1	5	ゆっくり霊夢	3	2	博麗霊夢	1	5	ナズーリン	2	5
22F	古明地こいし	2	2	リグルナイトバグ	2	5	風見幽香	2	5	橙	3	5	蓬莱山輝夜	1	3	アリス	2	2	藤原妹紅	12	3	霊烏路空	2	3	にとり	2	1
23F	古明地こいし	2	2	リグルナイトバグ	2	5	風見幽香	2	5	橙	3	5	蓬莱山輝夜	1	3	アリス	2	2	藤原妹紅	12	3	霊烏路空	2	3	にとり	2	1
