ENEMY																											
1F				幽谷響子	1	2	ゆっくり霊夢	2	5																		
2F				幽谷響子	1	5	ゆっくり霊夢	2	5	リグルナイトバグ	1	5							リリーホワイト	1	3						
3F	大妖精	1	1	幽谷響子	2	5	ゆっくり霊夢	2	5	リグルナイトバグ	1	5	チルノ	1	5				リリーホワイト	1	3				蓬莱山輝夜	1	2
4F	大妖精	1	1	小悪魔	1	5	宮古芳香	1	5				チルノ	1	5	八雲藍	1	5	鍵山雛	1	3	十六夜咲夜	1	5	蓬莱山輝夜	1	2
5F	ルーミア	1	5	小悪魔	1	5	宮古芳香	1	5	永江衣玖	1	2				フランドール	1	5	鍵山雛	1	3	十六夜咲夜	1	5	蓬莱山輝夜	1	2
6F	ルーミア	1	5	にとり	1	5	村紗水蜜	2	5	永江衣玖	1	2							鍵山雛	1	3	ミスティア	2	5			
7F	大妖精	3	5	にとり	2	5	村紗水蜜	2	5	永江衣玖	2	2							鍵山雛	1	3						
8F	大妖精	3	5	蓬莱山輝夜	3	1	封獣ぬえ	2	5	パチュリー	3	3	星熊勇儀	2	5	古明地さとり	3	5				東風谷早苗	3	5	永江衣玖	3	3
9F	大妖精	3	5	蓬莱山輝夜	3	1	封獣ぬえ	2	5	パチュリー	3	3	星熊勇儀	2	5	古明地さとり	3	5				東風谷早苗	3	5	永江衣玖	3	3
10F	大妖精	3	5	蓬莱山輝夜	3	1	封獣ぬえ	2	5	パチュリー	3	3	星熊勇儀	2	5	古明地さとり	3	5				東風谷早苗	3	5	永江衣玖	3	3
11F	小野塚小町	2	3	にとり	4	3	黒谷ヤマメ	3	3	わかさぎ姫	4	3	メディスン	4	5	小悪魔	3	5	寅丸星	4	3	レミリア	2	5	八意永琳	4	2
12F	小野塚小町	2	3	にとり	4	3	黒谷ヤマメ	3	3	わかさぎ姫	4	3	メディスン	4	5	小悪魔	3	5	寅丸星	4	3	レミリア	2	5	八意永琳	4	2
13F	小野塚小町	2	3	にとり	4	3	黒谷ヤマメ	3	3	わかさぎ姫	4	3	メディスン	4	5	小悪魔	3	5	寅丸星	4	3	レミリア	2	5	八意永琳	4	2
14F	黄金ゆっくり	3	3	射命丸文	3	3	鈴仙・優曇華院・イナバ	4	5	博麗霊夢	4	5	霧雨魔理沙	4	5	十六夜咲夜	4	5	東風谷早苗	4	5	魂魄妖夢	4	5	チルノ	4	5
15F	黄金ゆっくり	3	3	射命丸文	3	3	鈴仙・優曇華院・イナバ	4	5	博麗霊夢	4	5	霧雨魔理沙	4	5	十六夜咲夜	4	5	東風谷早苗	4	5	魂魄妖夢	4	5	チルノ	4	5
16F	黄金ゆっくり	3	3	射命丸文	3	3	鈴仙・優曇華院・イナバ	4	5	博麗霊夢	4	5	霧雨魔理沙	4	5	十六夜咲夜	4	5	東風谷早苗	4	5	魂魄妖夢	4	5	チルノ	4	5
17F	黄金ゆっくり	3	5	射命丸文	3	5	鈴仙・優曇華院・イナバ	4	5	博麗霊夢	4	5	霧雨魔理沙	4	5	十六夜咲夜	4	5	東風谷早苗	4	3	魂魄妖夢	4	3	チルノ	4	3
18F	黄金ゆっくり	3	5	射命丸文	3	5	鈴仙・優曇華院・イナバ	4	5	博麗霊夢	4	5	霧雨魔理沙	4	5	十六夜咲夜	4	5	東風谷早苗	4	3	魂魄妖夢	4	3	チルノ	4	3
19F	風見幽香	4	5	フランドール	4	5	八雲紫	4	3	藤原妹紅	99	5	洩矢諏訪子	4	5	古明地こいし	4	5	封獣ぬえ	4	5	二ッ岩マミゾウ	4	5	堀川雷鼓	4	1
20F	風見幽香	4	5	フランドール	4	5	八雲紫	4	3	藤原妹紅	99	5	洩矢諏訪子	4	5	古明地こいし	4	5	封獣ぬえ	4	5	二ッ岩マミゾウ	4	5	堀川雷鼓	4	1
21F	風見幽香	4	5	フランドール	4	5	八雲紫	4	3	藤原妹紅	99	5	洩矢諏訪子	4	5	古明地こいし	4	5	封獣ぬえ	4	5	二ッ岩マミゾウ	4	5	堀川雷鼓	4	1
