ENEMY																														
1F	ゆっくり霊夢	1	2	ルーミア	1	1	ゆっくり霊夢	2	2																					
2F	ゆっくり霊夢	1	1	ゆっくり霊夢	2	1	ルーミア	1	1																					
3F	ナズーリン	1	1	ゆっくり霊夢	2	1	ルーミア	1	1																					
4F	ナズーリン	1	2	パルスィ	1	1	リグルナイトバグ	1	1																					
5F	パルスィ	1	1	リグルナイトバグ	1	1	ナズーリン	1	2	チルノ	1	1	幽谷響子	1	1															
6F	にとり	1	2	十六夜咲夜	1	1	幽谷響子	1	1	チルノ	1	1	霍青娥	1	1															
7F	十六夜咲夜	1	1	にとり	1	1	鍵山雛	1	2	ルーミア	2	2	幽谷響子	1	1	霍青娥	1	1												
8F	十六夜咲夜	1	2	にとり	1	1	鍵山雛	1	2	ルーミア	2	2	鈴仙・優曇華院・イナバ	1	1	霍青娥	1	1												
9F	東風谷早苗	1	1	にとり	1	1	橙	1	1	鈴仙・優曇華院・イナバ	1	1	霍青娥	1	1	紅美鈴	1	1	小悪魔	1	1									
10F	東風谷早苗	1	1	橙	1	1	鈴仙・優曇華院・イナバ	1	1	西行寺幽々子	1	1	メディスン	1	1	小悪魔	1	1	紅美鈴	1	1									
11F	橙	1	1	鈴仙・優曇華院・イナバ	1	1	西行寺幽々子	1	1	メディスン	1	1	多々良小傘	1	1	小悪魔	1	1	八雲藍	1	1	紅美鈴	1	1						
12F	因幡てゐ	1	1	黒谷ヤマメ	1	1	村紗水蜜	1	1	射命丸文	1	1	アリス	1	1	小悪魔	1	1	多々良小傘	1	1	八雲藍	1	1						
13F	因幡てゐ	1	1	黒谷ヤマメ	1	1	村紗水蜜	1	1	射命丸文	1	1	アリス	1	1	宮古芳香	1	1	八雲藍	1	1	八坂神奈子	1	1						
14F	黒谷ヤマメ	1	1	八坂神奈子	1	1	宮古芳香	1	1	アリス	1	1	八雲藍	1	1	ミスティア	1	1	藤原妹紅	1	1									
15F	八坂神奈子	1	1	蘇我屠自古	1	1	八意永琳	1	1	上白沢慧音	1	1	ミスティア	1	1	藤原妹紅	1	1	パチュリー	1	1									
16F	黒谷ヤマメ	1	1	因幡てゐ	2	3	八意永琳	1	3	レティ	1	3	パチュリー	1	3	橙	2	3	寅丸星	1	3	古明地こいし	1	3	永江衣玖	1	1			
17F	八意永琳	1	3	パチュリー	1	3	橙	2	3	レティ	1	3	因幡てゐ	2	3	寅丸星	1	3	永江衣玖	1	1	黒谷ヤマメ	1	1	赤蛮奇_体	1	1			
18F	寅丸星	1	1	パチュリー	1	1	橙	2	1	フランドール	1	1	因幡てゐ	2	1	永江衣玖	1	1	黒谷ヤマメ	1	1	赤蛮奇_体	1	1						
19F	鍵山雛	2	1	因幡てゐ	2	1	紅美鈴	2	1	寅丸星	1	1	フランドール	1	1	魂魄妖夢	1	1	赤蛮奇_体	1	1									
20F	星熊勇儀	1	1	多々良小傘	2	1	ミスティア	2	1	村紗水蜜	2	1	古明地こいし	2	1	魂魄妖夢	1	1	霊烏路空	2	1									
21F	星熊勇儀	1	1	多々良小傘	2	1	ミスティア	2	1	村紗水蜜	2	1	古明地こいし	2	1	射命丸文	2	1	魂魄妖夢	1	1	パチュリー	2	1	霊烏路空	2	1			
22F	星熊勇儀	1	1	多々良小傘	2	1	ミスティア	2	1	村紗水蜜	2	1	古明地こいし	2	1	射命丸文	2	1	パチュリー	2	1	霊烏路空	2	1	わかさぎ姫	1	1			
23F	星熊勇儀	1	1	多々良小傘	2	1	パチュリー	2	1	村紗水蜜	2	1	古明地こいし	2	1	わかさぎ姫	1	1	黒谷ヤマメ	2	1	レミリア	1	1						
24F	星熊勇儀	1	1	多々良小傘	2	1	パチュリー	2	1	村紗水蜜	2	1	古明地こいし	2	1	わかさぎ姫	1	1	黒谷ヤマメ	2	1	レミリア	1	1	ゆっくり霊夢	3	1	十六夜咲夜	2	1
25F	十六夜咲夜	2	1	博麗霊夢	1	1	射命丸文	2	1	鈴仙・優曇華院・イナバ	2	1	霧雨魔理沙	1	1	風見幽香	1	1	古明地こいし	2	1	ゆっくり霊夢	3	1	わかさぎ姫	1	1			
26F	蘇我屠自古	2	1	博麗霊夢	1	1	射命丸文	2	1	鈴仙・優曇華院・イナバ	2	1	霧雨魔理沙	1	1	風見幽香	1	1	多々良小傘	2	1	八坂神奈子	2	1	ゆっくり霊夢	3	1			
27F	蘇我屠自古	2	1	博麗霊夢	1	1	射命丸文	2	1	鈴仙・優曇華院・イナバ	2	1	霧雨魔理沙	1	1	風見幽香	1	1	多々良小傘	2	1	八坂神奈子	2	1	ゆっくり霊夢	3	1			
28F	古明地さとり	2	1	博麗霊夢	1	1	射命丸文	2	1	鈴仙・優曇華院・イナバ	2	1	パルスィ	2	1	風見幽香	1	1	八坂神奈子	2	1									
29F	古明地さとり	2	1	博麗霊夢	1	1	射命丸文	2	1	風見幽香	1	1	パルスィ	2	1	八坂神奈子	2	1												
30F	八坂神奈子	2	1	チルノ	2	1	博麗霊夢	2	1	霧雨魔理沙	2	1	風見幽香	1	1	古明地さとり	2	1												
ITEM																														
category.spellcard	120																													
アリスのカード	B																													
イナバのカード	B																													
キスメのカード	B																													
チルノのカード	S																													
ナズーリンのカード	C																													
パチュリーのカード	C																													
パルスィのカード	B																													
フランドールのカード	C																													
プリズムリバー三姉妹のカード	A																													
ミスティアのカード	C																													
メディスンメランコリーのカード	D																													
リグルのカード	B																													
リリーホワイトのカード	D																													
ルーミアのカード	B																													
レティのカード	C																													
レミリアのカード	A																													
わかさぎ姫のカード	B																													
伊吹萃香のカード	B																													
一輪雲山のカード	B																													
因幡てゐのカード	S																													
永江衣玖のカード	C																													
洩矢諏訪子のカード	C																													
河城にとりのカード	B																													
火焔猫燐のカード	C																													
宮古芳香のカード	C																													
犬走椛のカード	A																													
鍵山雛のカード	C																													
古明地こいしのカード	B																													
古明地さとりのカード	B																													
紅美鈴のカード	D																													
黒谷ヤマメのカード	A																													
今泉影狼のカード	A																													
魂魄妖夢のカード	A																													
四季映姫・ヤマザナドゥのカード	B																													
射命丸文のカード	S																													
朱鷺子のカード	B																													
秋姉妹のカード	C																													
十六夜咲夜のカード	C																													
小悪魔のカード	D																													
小野塚小町のカード	A																													
秦こころのカード	B																													
上白沢慧音のカード	B																													
星熊勇儀のカード	B																													
聖白蓮のカード	B																													
西行寺幽々子のカード	C																													
赤蛮奇のカード	B																													
蘇我屠自古のカード	B																													
村紗水蜜のカード	D																													
多々良小傘のカード	D																													
東風谷早苗のカード	A																													
藤原妹紅のカード	C																													
寅丸星のカード	C																													
二ッ岩マミゾウのカード	C																													
博麗霊夢のカード	S																													
